,0,1,2,3,4,5,6,7,8,9
0,0.000155834055675877,0.00023191854307665568,0.0003098059748683801,0.00032663885152669,0.0003756583527871897,0.004346629713323861,0.0043760400358156815,0.0045690514059282174,0.004733984129035846,0.004876638334412668
1,0.00017827543045009265,0.000412743636476219,0.000942179935580974,0.005447956915375564,0.006224187537003331,0.006998962282835725,0.0077936282606405755,0.008722251280802297,0.011991252149246477,0.01631929226882566
2,0.0002715519549365669,0.0027369536297435913,0.007892135163044389,0.01940887874127959,0.030401439997101137,0.040986446226835886,0.05088572556419025,0.06031617144217038,0.06913271890793497,0.07759452595551297
3,0.0006417904080080569,0.009207027392505016,0.02479812238701524,0.03992929171556841,0.054211844461866464,0.06735657191856424,0.07981389629014166,0.09134111581713669,0.10202445539740991,0.11221419018565951
4,0.0028539906829283834,0.018001140309467655,0.03620603581990117,0.05331940171352942,0.06903069622672177,0.08349939635222492,0.0971408651633493,0.10955262782670741,0.12126495944822469,0.13218894442379095
5,0.0048252991510675325,0.02450560548591593,0.04420648642942232,0.06221189950567552,0.07869637421720227,0.09382497290972192,0.10768353243562864,0.1206296069915669,0.1326514381771565,0.1438702125906444
6,0.007463011370840748,0.029354119743921193,0.04979180490684122,0.0682885997430301,0.08499597599302947,0.10040046398137781,0.11451056347198507,0.12741126140088227,0.13951407730176107,0.15094445767465894
7,0.010095915360593368,0.032979624386240226,0.05383293743988254,0.0724276842876837,0.08936964355335587,0.10462163110809056,0.11857863798465626,0.13166227209001238,0.14373006131462768,0.1550120085106055
8,0.012277502613737952,0.035816474535619036,0.056770337969859835,0.07541159086764188,0.09222131089867408,0.10735888060551015,0.12129375101037825,0.13416439462853913,0.146137230978916,0.15733948080163535
9,0.014113110820880641,0.037960314001459626,0.0590298998041555,0.07752446951744837,0.09407418273875598,0.1091144210710872,0.12282510569488518,0.1355535715634004,0.1474556007444088,0.15854800412891715
